Nvit_RNA16008_R3	gene_0
Mpha_RNA4175_R1	gene_4580
Nvit_RNA5763_R3	gene_4581
Lhum_RNA5749_R0	gene_4582
Nvit_RNA18000_R8	gene_4583
Lhum_RNA5752_R0	gene_4584
Sinv_RNA14361_R9	gene_4585
Sinv_RNA13222_R0	gene_4586
Cbir_RNA16922_R3	gene_4587
Lhum_RNA5753_R0	gene_4588
Lhum_RNA655_R6	gene_4589
Lhum_RNA2943_R1	gene_4590
Lhum_RNA2579_R9	gene_4591
Cbir_RNA10796_R1	gene_4592
Lhum_RNA5755_R0	gene_4593
Lhum_RNA13681_R4	gene_4594
Cbir_RNA19913_R8	gene_4595
Nvit_RNA26028_R5	gene_4596
Nvit_RNA25736_R4	gene_4597
Cbir_RNA24644_R6	gene_4598
Cbir_RNA20822_R8	gene_4599
Lhum_RNA6953_R2	gene_4600
Mpha_RNA3441_R4	gene_4601
Cbir_RNA23341_R4	gene_4602
Lhum_RNA5760_R0	gene_4603
Nvit_RNA16337_R4	gene_4604
Lhum_RNA2505_R8	gene_4605
Lhum_RNA1545_R4	gene_4606
Lhum_RNA5762_R0	gene_4607
Lhum_RNA5765_R0	gene_4608
Lhum_RNA5058_R7	gene_4608
Lhum_RNA16038_R3	gene_4608
Aech_RNA7614_R6	gene_4609
Lhum_RNA5766_R0	gene_4610
Cbir_RNA11348_R6	gene_4611
Lhum_RNA1946_R1	gene_4612
Lhum_RNA5764_R0	gene_4613
Lhum_RNA15099_R6	gene_4614
Mpha_RNA2152_R3	gene_4615
Lhum_RNA5768_R0	gene_4616
Nvit_RNA18000_R0	gene_4617
Cbir_RNA18437_R0	gene_4618
Cbir_RNA19418_R0	gene_4619
Lhum_RNA5774_R0	gene_4620
Lhum_RNA5776_R0	gene_4621
Cbir_RNA19425_R0	gene_4621
Lhum_RNA5777_R0	gene_4622
Lhum_RNA5772_R0	gene_4623
Lhum_RNA5770_R0	gene_4623
Lhum_RNA5773_R0	gene_4623
Dqua_RNA10937_R0	gene_4623
Dqua_RNA5242_R9	gene_4624
Lhum_RNA5779_R0	gene_4625
Lhum_RNA6958_R1	gene_4626
Lhum_RNA19050_R2	gene_4627
Lhum_RNA5783_R0	gene_4628
Aech_RNA5102_R0	gene_4629
Lhum_RNA8299_R1	gene_4630
Cbir_RNA20822_R0	gene_4631
Sinv_RNA21137_R5	gene_4632
Sinv_RNA19131_R1	gene_4633
Lhum_RNA5786_R0	gene_4634
Lhum_RNA5785_R0	gene_4635
Lhum_RNA5788_R0	gene_4636
Lhum_RNA43_R3	gene_4637
Lhum_RNA5793_R0	gene_4638
Lhum_RNA5787_R0	gene_4639
Cbir_RNA22109_R0	gene_4640
Sinv_RNA12286_R7	gene_4641
Sinv_RNA17011_R7	gene_4642
Lhum_RNA1762_R6	gene_4643
Lhum_RNA5794_R0	gene_4644
Lhum_RNA5796_R0	gene_4645
Lhum_RNA5798_R0	gene_4646
Lhum_RNA5797_R0	gene_4647
Lhum_RNA5799_R0	gene_4648
Mpha_RNA22739_R0	gene_4648
Lhum_RNA5801_R0	gene_4649
Mpha_RNA21725_R0	gene_4649
Aech_RNA16829_R6	gene_4649
Lhum_RNA5812_R0	gene_4650
Mpha_RNA2828_R0	gene_4650
Lhum_RNA5814_R0	gene_4651
Lhum_RNA5815_R0	gene_4652
Mpha_RNA2280_R2	gene_4652
Sinv_RNA18986_R4	gene_4653
Cbir_RNA23431_R2	gene_4654
Amel_RNA28268_R3	gene_4655
Lhum_RNA5800_R0	gene_4656
Lhum_RNA5807_R0	gene_4657
Lhum_RNA5808_R0	gene_4658
Lhum_RNA5810_R0	gene_4658
Cbir_RNA20249_R0	gene_4659
Lhum_RNA5816_R0	gene_4660
Sinv_RNA12995_R3	gene_4661
Sinv_RNA5203_R7	gene_4662
Lhum_RNA5817_R0	gene_4663
Dqua_RNA6294_R0	gene_4663
Nvit_RNA5913_R9	gene_4664
Lhum_RNA5819_R0	gene_4665
Aech_RNA19148_R0	gene_4666
Lhum_RNA1043_R6	gene_4667
Sinv_RNA21965_R1	gene_4668
Lhum_RNA44_R7	gene_4669
Lhum_RNA5820_R0	gene_4670
Lhum_RNA17021_R1	gene_4671
Lhum_RNA17020_R7	gene_4672
Cbir_RNA10796_R8	gene_4673
Nvit_RNA24650_R9	gene_4674
Lhum_RNA5821_R0	gene_4675
Lhum_RNA5822_R0	gene_4676
Lhum_RNA5823_R0	gene_4677
Cbir_RNA1069_R0	gene_4677
Lhum_RNA5825_R0	gene_4678
Dmel_RNA7564_R1	gene_4678
Lhum_RNA5824_R0	gene_4679
Lhum_RNA5826_R0	gene_4680
Lhum_RNA5829_R0	gene_4681
Lhum_RNA5834_R0	gene_4682
Lhum_RNA5843_R0	gene_4683
Sinv_RNA450_R0	gene_4684
Amel_RNA28806_R0	gene_4684
Lhum_RNA5848_R0	gene_4685
Sinv_RNA447_R0	gene_4686
Lhum_RNA5850_R0	gene_4686
Lhum_RNA5851_R0	gene_4687
Sinv_RNA446_R0	gene_4687
Aech_RNA16639_R0	gene_4687
Amel_RNA9188_R3	gene_4687
Lhum_RNA5853_R0	gene_4688
Nvit_RNA6633_R0	gene_4688
Lhum_RNA5856_R0	gene_4689
Lhum_RNA5855_R0	gene_4690
Sinv_RNA6083_R0	gene_4690
Aech_RNA16645_R0	gene_4690
Mpha_RNA5339_R0	gene_4690
Lhum_RNA5858_R0	gene_4691
Amel_RNA9726_R0	gene_4692
Lhum_RNA5869_R0	gene_4693
Lhum_RNA5870_R0	gene_4694
Aech_RNA13766_R5	gene_4694
Lhum_RNA5883_R0	gene_4695
Sinv_RNA7633_R0	gene_4696
Lhum_RNA5885_R0	gene_4697
Cbir_RNA4603_R0	gene_4698
Dqua_RNA11530_R0	gene_4699
Aech_RNA6426_R0	gene_4700
Mpha_RNA13436_R0	gene_4701
Lhum_RNA5891_R0	gene_4702
Lhum_RNA5892_R0	gene_4703
Dmel_RNA25243_R2	gene_4703
Lhum_RNA5894_R0	gene_4704
Aech_RNA6436_R0	gene_4704
Dmel_RNA31515_R4	gene_4704
Sinv_RNA21149_R1	gene_4704
Sinv_RNA7609_R0	gene_4705
Lhum_RNA5904_R0	gene_4706
Dmel_RNA26343_R0	gene_4706
Lhum_RNA5905_R0	gene_4707
Dqua_RNA19638_R0	gene_4708
Lhum_RNA5910_R0	gene_4709
Dmel_RNA23985_R1	gene_4710
Lhum_RNA5917_R0	gene_4711
Lhum_RNA5921_R0	gene_4711
Lhum_RNA13928_R1	gene_4711
Nvit_RNA21342_R1	gene_4711
Nvit_RNA3089_R0	gene_4711
Nvit_RNA4748_R4	gene_4711
Amel_RNA19696_R8	gene_4711
Lhum_RNA5923_R0	gene_4712
Lhum_RNA5931_R0	gene_4713
Lhum_RNA5937_R0	gene_4714
Lhum_RNA5939_R0	gene_4715
Lhum_RNA5941_R0	gene_4716
Lhum_RNA8368_R1	gene_4717
Lhum_RNA5944_R0	gene_4718
Amel_RNA19913_R2	gene_4719
Aech_RNA20835_R9	gene_4720
Mpha_RNA14764_R0	gene_4721
Lhum_RNA5951_R0	gene_4722
Lhum_RNA5958_R0	gene_4723
Sinv_RNA7774_R0	gene_4723
Lhum_RNA5955_R0	gene_4724
Lhum_RNA5954_R0	gene_4724
Sinv_RNA7770_R0	gene_4724
Sinv_RNA7769_R0	gene_4724
Amel_RNA495_R0	gene_4724
Lhum_RNA5962_R0	gene_4725
Dqua_RNA7161_R0	gene_4725
Cbir_RNA2479_R0	gene_4725
Cbir_RNA2481_R0	gene_4725
Cbir_RNA2480_R0	gene_4725
Lhum_RNA5966_R0	gene_4726
Lhum_RNA5968_R0	gene_4727
Lhum_RNA5977_R0	gene_4728
Lhum_RNA5980_R0	gene_4729
Lhum_RNA5981_R0	gene_4730
Lhum_RNA5994_R0	gene_4731
Lhum_RNA5992_R0	gene_4732
Aech_RNA21632_R0	gene_4732
Amel_RNA7319_R0	gene_4732
Mpha_RNA7075_R0	gene_4732
Lhum_RNA5997_R0	gene_4733
Aech_RNA21624_R0	gene_4733
Lhum_RNA5999_R0	gene_4734
Dmel_RNA31334_R2	gene_4734
Lhum_RNA6003_R0	gene_4735
Lhum_RNA6004_R0	gene_4736
Lhum_RNA6005_R0	gene_4737
Dqua_RNA15793_R0	gene_4738
Dmel_RNA28131_R6	gene_4739
Lhum_RNA6024_R0	gene_4740
Lhum_RNA6031_R0	gene_4741
Lhum_RNA6032_R0	gene_4742
Lhum_RNA6033_R0	gene_4743
Lhum_RNA6035_R0	gene_4744
Aech_RNA16747_R0	gene_4745
Amel_RNA14613_R0	gene_4745
Lhum_RNA6037_R0	gene_4746
Dmel_RNA13795_R0	gene_4746
Lhum_RNA6038_R0	gene_4747
Lhum_RNA6049_R0	gene_4748
Amel_RNA23597_R0	gene_4748
Lhum_RNA6052_R0	gene_4749
Lhum_RNA6055_R0	gene_4750
Aech_RNA3880_R0	gene_4750
Lhum_RNA6060_R0	gene_4751
Lhum_RNA6066_R0	gene_4752
Dqua_RNA7146_R0	gene_4752
Cbir_RNA25176_R0	gene_4752
Lhum_RNA6069_R0	gene_4753
Dqua_RNA7143_R0	gene_4753
Amel_RNA26734_R0	gene_4753
Lhum_RNA6097_R0	gene_4754
Aech_RNA3857_R0	gene_4754
Lhum_RNA6100_R0	gene_4755
Aech_RNA3866_R0	gene_4756
Lhum_RNA6114_R0	gene_4757
Sinv_RNA7825_R0	gene_4758
Lhum_RNA6127_R0	gene_4759
Dmel_RNA11009_R5	gene_4760
Lhum_RNA6138_R0	gene_4761
Lhum_RNA6136_R0	gene_4762
Lhum_RNA6137_R0	gene_4763
Lhum_RNA13921_R3	gene_4764
Lhum_RNA6139_R0	gene_4765
Cbir_RNA24145_R0	gene_4765
Sinv_RNA17386_R0	gene_4765
Sinv_RNA19151_R0	gene_4765
Sinv_RNA1957_R0	gene_4765
Sinv_RNA17275_R0	gene_4765
Lhum_RNA6154_R0	gene_4766
Lhum_RNA6159_R0	gene_4767
Mpha_RNA15781_R0	gene_4767
Mpha_RNA4481_R0	gene_4767
Dmel_RNA30047_R0	gene_4767
Mpha_RNA15785_R0	gene_4767
Dmel_RNA10502_R7	gene_4768
Lhum_RNA6162_R0	gene_4769
Lhum_RNA6164_R0	gene_4770
Lhum_RNA6169_R0	gene_4771
Cbir_RNA12099_R7	gene_4772
Lhum_RNA5828_R0	gene_4773
Nvit_RNA3357_R0	gene_4773
Lhum_RNA5830_R0	gene_4774
Lhum_RNA5833_R0	gene_4775
Lhum_RNA5832_R0	gene_4776
Aech_RNA12703_R4	gene_4777
Lhum_RNA5841_R0	gene_4778
Mpha_RNA4344_R0	gene_4778
Cbir_RNA1043_R0	gene_4778
Lhum_RNA5844_R0	gene_4779
Lhum_RNA5846_R0	gene_4780
Dqua_RNA13000_R0	gene_4780
Lhum_RNA5854_R0	gene_4781
Amel_RNA24192_R0	gene_4781
Lhum_RNA5857_R0	gene_4782
Amel_RNA1533_R0	gene_4782
Amel_RNA28956_R0	gene_4782
Lhum_RNA5862_R0	gene_4783
Lhum_RNA5864_R0	gene_4783
Lhum_RNA5865_R0	gene_4784
Lhum_RNA5859_R0	gene_4785
Lhum_RNA5868_R0	gene_4786
Lhum_RNA5874_R0	gene_4787
Dqua_RNA11543_R0	gene_4788
Cbir_RNA4597_R0	gene_4789
Lhum_RNA5879_R0	gene_4789
Lhum_RNA5878_R0	gene_4789
Lhum_RNA5884_R0	gene_4790
Dmel_RNA28156_R0	gene_4790
Amel_RNA29061_R0	gene_4790
Amel_RNA29192_R2	gene_4791
Dqua_RNA11522_R0	gene_4792
Lhum_RNA5897_R0	gene_4793
Lhum_RNA5896_R0	gene_4793
Amel_RNA9085_R0	gene_4793
Sinv_RNA7615_R0	gene_4794
Nvit_RNA17523_R0	gene_4795
Lhum_RNA5900_R0	gene_4796
Cbir_RNA6294_R7	gene_4796
Lhum_RNA5899_R0	gene_4797
Lhum_RNA5901_R0	gene_4798
Lhum_RNA5907_R0	gene_4799
Mpha_RNA14664_R0	gene_4799
Sinv_RNA10020_R0	gene_4799
Dmel_RNA31360_R1	gene_4799
Lhum_RNA5914_R0	gene_4800
Lhum_RNA5913_R0	gene_4800
Dqua_RNA19633_R0	gene_4801
Lhum_RNA5927_R0	gene_4802
Lhum_RNA5926_R0	gene_4802
Amel_RNA19582_R0	gene_4803
Lhum_RNA5942_R0	gene_4804
Lhum_RNA5943_R0	gene_4804
Lhum_RNA5946_R0	gene_4805
Amel_RNA28392_R5	gene_4806
Sinv_RNA7771_R0	gene_4807
Lhum_RNA5961_R0	gene_4808
Lhum_RNA5960_R0	gene_4808
Lhum_RNA5967_R0	gene_4809
Lhum_RNA5975_R0	gene_4810
Lhum_RNA5976_R0	gene_4810
Cbir_RNA2491_R0	gene_4810
Lhum_RNA5974_R0	gene_4811
Lhum_RNA5982_R0	gene_4812
Lhum_RNA5996_R0	gene_4813
Amel_RNA28201_R0	gene_4813
Lhum_RNA5995_R0	gene_4814
Lhum_RNA6001_R0	gene_4815
Sinv_RNA7856_R0	gene_4816
Lhum_RNA6006_R0	gene_4817
Lhum_RNA6022_R0	gene_4818
Lhum_RNA6021_R0	gene_4819
Lhum_RNA6029_R0	gene_4820
Cbir_RNA17062_R0	gene_4820
Cbir_RNA17820_R1	gene_4820
Lhum_RNA6030_R0	gene_4821
Lhum_RNA6036_R0	gene_4822
Lhum_RNA6040_R0	gene_4823
Lhum_RNA4055_R1	gene_4824
Lhum_RNA6047_R0	gene_4825
Sinv_RNA13847_R4	gene_4826
Sinv_RNA7832_R0	gene_4827
Lhum_RNA6050_R0	gene_4828
Lhum_RNA6053_R0	gene_4829
Lhum_RNA6054_R0	gene_4830
Lhum_RNA6056_R0	gene_4831
Lhum_RNA6057_R0	gene_4832
Lhum_RNA6058_R0	gene_4832
Lhum_RNA6059_R0	gene_4832
Dqua_RNA5420_R0	gene_4832
Sinv_RNA8186_R0	gene_4832
Lhum_RNA6061_R0	gene_4833
Sinv_RNA9401_R0	gene_4833
Lhum_RNA6067_R0	gene_4834
Sinv_RNA7702_R0	gene_4834
Mpha_RNA15854_R1	gene_4834
Lhum_RNA6070_R0	gene_4835
Cbir_RNA25293_R0	gene_4835
Lhum_RNA6072_R0	gene_4836
Lhum_RNA6076_R0	gene_4836
Sinv_RNA7716_R0	gene_4836
Mpha_RNA10577_R0	gene_4836
Cbir_RNA25276_R0	gene_4836
Lhum_RNA6103_R0	gene_4837
Sinv_RNA7734_R0	gene_4837
Cbir_RNA11348_R9	gene_4838
Lhum_RNA6111_R0	gene_4839
Lhum_RNA6112_R0	gene_4839
Nvit_RNA14461_R1	gene_4839
Lhum_RNA6113_R0	gene_4840
Lhum_RNA6121_R0	gene_4841
Lhum_RNA6119_R0	gene_4841
Lhum_RNA6122_R0	gene_4841
Lhum_RNA6130_R0	gene_4842
Lhum_RNA6131_R0	gene_4843
Lhum_RNA6140_R0	gene_4844
Sinv_RNA7816_R0	gene_4844
Lhum_RNA6158_R0	gene_4845
Lhum_RNA6160_R0	gene_4846
Lhum_RNA6161_R0	gene_4847
Lhum_RNA6163_R0	gene_4848
Dmel_RNA15791_R0	gene_4848
Lhum_RNA6167_R0	gene_4849
Cbir_RNA16427_R0	gene_4849
Lhum_RNA6170_R0	gene_4850
Mpha_RNA1022_R2	gene_4851
Lhum_RNA15273_R2	gene_4852
Lhum_RNA6174_R0	gene_4853
Sinv_RNA20166_R0	gene_4853
Lhum_RNA6177_R0	gene_4854
Lhum_RNA6182_R0	gene_4855
Mpha_RNA13357_R0	gene_4855
Cbir_RNA21325_R0	gene_4855
Amel_RNA19696_R7	gene_4855
Cbir_RNA21315_R0	gene_4856
Lhum_RNA6178_R0	gene_4857
Aech_RNA3680_R0	gene_4858
Lhum_RNA6181_R0	gene_4859
Lhum_RNA6183_R0	gene_4860
Nvit_RNA2976_R0	gene_4860
Lhum_RNA9363_R1	gene_4861
Cbir_RNA11005_R1	gene_4861
Lhum_RNA6186_R0	gene_4862
Dqua_RNA874_R0	gene_4862
Mpha_RNA15835_R0	gene_4862
Lhum_RNA6188_R0	gene_4863
Lhum_RNA6189_R0	gene_4864
Lhum_RNA6199_R0	gene_4865
Cbir_RNA8301_R0	gene_4865
Amel_RNA23662_R0	gene_4865
Lhum_RNA6204_R0	gene_4866
Aech_RNA8042_R0	gene_4867
Lhum_RNA16045_R1	gene_4868
Lhum_RNA16046_R3	gene_4868
Cbir_RNA15504_R6	gene_4869
Lhum_RNA6215_R0	gene_4870
Lhum_RNA6216_R0	gene_4871
Dqua_RNA16015_R0	gene_4871
Lhum_RNA6220_R0	gene_4872
Cbir_RNA8279_R0	gene_4872
Mpha_RNA9066_R0	gene_4872
Lhum_RNA6224_R0	gene_4873
Lhum_RNA6226_R0	gene_4874
Lhum_RNA6227_R0	gene_4875
Lhum_RNA6228_R0	gene_4876
Nvit_RNA17416_R0	gene_4876
Lhum_RNA6234_R0	gene_4877
Amel_RNA10551_R0	gene_4877
Lhum_RNA6236_R0	gene_4878
Lhum_RNA6239_R0	gene_4879
Lhum_RNA6244_R0	gene_4880
Lhum_RNA6248_R0	gene_4881
Sinv_RNA10635_R0	gene_4881
Dmel_RNA9797_R1	gene_4882
Lhum_RNA6249_R0	gene_4883
Amel_RNA15572_R0	gene_4883
Dmel_RNA967_R3	gene_4883
Lhum_RNA6264_R0	gene_4884
Aech_RNA19348_R0	gene_4885
Aech_RNA19344_R0	gene_4886
Lhum_RNA6267_R0	gene_4887
Lhum_RNA6272_R0	gene_4888
Lhum_RNA6275_R0	gene_4889
Cbir_RNA8181_R0	gene_4890
Lhum_RNA6187_R0	gene_4891
Sinv_RNA10593_R0	gene_4891
Aech_RNA8030_R0	gene_4892
Dmel_RNA16937_R0	gene_4892
Lhum_RNA6202_R0	gene_4893
Lhum_RNA6206_R0	gene_4894
Lhum_RNA6209_R0	gene_4895
Lhum_RNA6210_R0	gene_4896
Sinv_RNA5430_R0	gene_4896
Sinv_RNA10610_R0	gene_4896
Lhum_RNA6213_R0	gene_4897
Lhum_RNA6219_R0	gene_4898
Lhum_RNA6221_R0	gene_4899
Lhum_RNA6223_R0	gene_4900
Lhum_RNA6225_R0	gene_4901
Lhum_RNA6230_R0	gene_4902
Lhum_RNA6235_R0	gene_4903
Cbir_RNA8221_R0	gene_4903
Lhum_RNA6238_R0	gene_4904
Lhum_RNA6260_R0	gene_4905
Lhum_RNA6261_R0	gene_4906
Dmel_RNA31993_R0	gene_4906
Sinv_RNA5789_R2	gene_4906
Sinv_RNA19062_R5	gene_4906
Lhum_RNA6263_R0	gene_4907
Lhum_RNA6266_R0	gene_4908
Lhum_RNA6271_R0	gene_4909
Amel_RNA15572_R2	gene_4909
Lhum_RNA6273_R0	gene_4910
Lhum_RNA6274_R0	gene_4911
Lhum_RNA6282_R0	gene_4912
Lhum_RNA6285_R0	gene_4913
Lhum_RNA6293_R0	gene_4914
Lhum_RNA6294_R0	gene_4915
Lhum_RNA6295_R0	gene_4916
Mpha_RNA20876_R0	gene_4916
Aech_RNA2871_R0	gene_4916
Dmel_RNA2078_R0	gene_4916
Lhum_RNA6297_R0	gene_4917
Lhum_RNA6314_R0	gene_4918
Nvit_RNA3198_R0	gene_4918
Lhum_RNA6313_R0	gene_4919
Lhum_RNA6320_R0	gene_4920
Lhum_RNA6321_R0	gene_4920
Dmel_RNA1102_R1	gene_4920
Dqua_RNA10546_R0	gene_4921
Lhum_RNA6337_R0	gene_4921
Lhum_RNA6338_R0	gene_4922
Lhum_RNA6344_R0	gene_4923
Lhum_RNA6346_R0	gene_4924
Lhum_RNA6349_R0	gene_4925
Lhum_RNA6352_R0	gene_4925
Aech_RNA18318_R0	gene_4925
Aech_RNA18321_R0	gene_4925
Lhum_RNA6353_R0	gene_4926
Cbir_RNA14022_R0	gene_4927
Lhum_RNA6357_R0	gene_4928
Lhum_RNA6364_R0	gene_4929
Dmel_RNA32363_R0	gene_4929
Lhum_RNA6370_R0	gene_4930
Dmel_RNA28082_R0	gene_4930
Lhum_RNA6368_R0	gene_4931
Lhum_RNA6367_R0	gene_4931
Cbir_RNA14028_R0	gene_4931
Cbir_RNA14029_R0	gene_4931
Cbir_RNA14027_R0	gene_4931
Sinv_RNA3079_R0	gene_4931
Lhum_RNA6374_R0	gene_4932
Lhum_RNA6377_R0	gene_4933
Nvit_RNA2143_R0	gene_4933
Lhum_RNA6380_R0	gene_4934
Lhum_RNA6384_R0	gene_4935
Lhum_RNA6385_R0	gene_4936
Lhum_RNA6397_R0	gene_4937
Lhum_RNA6403_R0	gene_4938
Lhum_RNA6405_R0	gene_4939
Dqua_RNA4658_R0	gene_4939
Lhum_RNA6407_R0	gene_4940
Lhum_RNA6410_R0	gene_4941
Lhum_RNA6414_R0	gene_4942
Lhum_RNA6417_R0	gene_4943
Lhum_RNA6418_R0	gene_4944
Mpha_RNA5505_R0	gene_4944
Aech_RNA2791_R0	gene_4944
Lhum_RNA6419_R0	gene_4945
Lhum_RNA6421_R0	gene_4946
Mpha_RNA15311_R0	gene_4946
Lhum_RNA6422_R0	gene_4947
Lhum_RNA6423_R0	gene_4947
Lhum_RNA6427_R0	gene_4948
Lhum_RNA6429_R0	gene_4948
Dqua_RNA13403_R0	gene_4948
Lhum_RNA6434_R0	gene_4949
Lhum_RNA6435_R0	gene_4950
Lhum_RNA6284_R0	gene_4951
Dmel_RNA9957_R0	gene_4951
Lhum_RNA6286_R0	gene_4952
Nvit_RNA5597_R0	gene_4952
Lhum_RNA6288_R0	gene_4953
Lhum_RNA6287_R0	gene_4954
Nvit_RNA19102_R0	gene_4954
Lhum_RNA6290_R0	gene_4955
Lhum_RNA6292_R0	gene_4956
Lhum_RNA6296_R0	gene_4957
Lhum_RNA6298_R0	gene_4958
Lhum_RNA6303_R0	gene_4959
Lhum_RNA6318_R0	gene_4960
Lhum_RNA6319_R0	gene_4960
Lhum_RNA6316_R0	gene_4960
Lhum_RNA6327_R0	gene_4961
Lhum_RNA6326_R0	gene_4961
Dmel_RNA22781_R0	gene_4961
Lhum_RNA6329_R0	gene_4962
Mpha_RNA19138_R0	gene_4962
Mpha_RNA3636_R0	gene_4962
Lhum_RNA6330_R0	gene_4963
Lhum_RNA6339_R0	gene_4964
Lhum_RNA6340_R0	gene_4964
Lhum_RNA6341_R0	gene_4964
Amel_RNA14956_R0	gene_4964
Amel_RNA14955_R0	gene_4964
Lhum_RNA6342_R0	gene_4965
Lhum_RNA6347_R0	gene_4966
Cbir_RNA14013_R0	gene_4966
Aech_RNA2219_R0	gene_4966
Lhum_RNA6354_R0	gene_4967
Lhum_RNA6356_R0	gene_4968
Lhum_RNA6361_R0	gene_4969
Sinv_RNA18562_R3	gene_4970
Lhum_RNA6371_R0	gene_4971
Lhum_RNA6372_R0	gene_4972
Lhum_RNA6373_R0	gene_4973
Lhum_RNA6375_R0	gene_4974
Cbir_RNA14039_R0	gene_4974
Lhum_RNA6376_R0	gene_4975
Amel_RNA2905_R2	gene_4975
Lhum_RNA6381_R0	gene_4976
Lhum_RNA6382_R0	gene_4976
Cbir_RNA5142_R0	gene_4976
Aech_RNA2168_R0	gene_4977
Lhum_RNA6394_R0	gene_4978
Lhum_RNA6395_R0	gene_4979
Dqua_RNA1262_R0	gene_4979
Lhum_RNA6398_R0	gene_4980
Lhum_RNA6401_R0	gene_4981
Mpha_RNA13815_R0	gene_4981
Cbir_RNA826_R0	gene_4981
Sinv_RNA3588_R0	gene_4981
Cbir_RNA823_R0	gene_4981
Nvit_RNA5669_R0	gene_4981
Lhum_RNA6409_R0	gene_4982
Lhum_RNA6408_R0	gene_4982
Cbir_RNA832_R0	gene_4982
Dmel_RNA22336_R0	gene_4982
Lhum_RNA6412_R0	gene_4983
Aech_RNA2793_R0	gene_4984
Dqua_RNA13409_R0	gene_4984
Lhum_RNA6431_R0	gene_4985
Lhum_RNA6430_R0	gene_4985
Nvit_RNA2791_R0	gene_4985
Lhum_RNA21634_R5	gene_4986
Lhum_RNA23912_R6	gene_4987
Sinv_RNA18172_R5	gene_4988
Mpha_RNA3275_R2	gene_4989
Dqua_RNA10024_R1	gene_4990
Lhum_RNA3233_R1	gene_4991
Nvit_RNA25509_R2	gene_4992
Lhum_RNA23907_R4	gene_4993
Cbir_RNA9968_R7	gene_4994
Cbir_RNA12028_R0	gene_4995
Cbir_RNA22197_R1	gene_4996
Lhum_RNA6440_R0	gene_4997
Lhum_RNA6444_R0	gene_4998
Sinv_RNA14360_R8	gene_4999
Mpha_RNA8905_R0	gene_5000
Lhum_RNA6446_R0	gene_5001
Dqua_RNA21235_R0	gene_5002
Dqua_RNA22458_R0	gene_5003
Lhum_RNA23902_R5	gene_5004
Lhum_RNA6437_R0	gene_5005
Lhum_RNA6436_R0	gene_5005
Lhum_RNA6438_R0	gene_5005
Cbir_RNA21499_R0	gene_5005
Amel_RNA3515_R0	gene_5005
Nvit_RNA18991_R0	gene_5005
Sinv_RNA2564_R0	gene_5005
Mpha_RNA4273_R0	gene_5005
Mpha_RNA13541_R0	gene_5005
Lhum_RNA6439_R0	gene_5006
Cbir_RNA14365_R0	gene_5006
Aech_RNA7625_R0	gene_5007
Dqua_RNA13717_R0	gene_5007
Sinv_RNA17009_R9	gene_5008
Cbir_RNA1629_R0	gene_5009
Lhum_RNA21958_R9	gene_5010
Lhum_RNA6526_R1	gene_5011
Lhum_RNA6458_R0	gene_5012
Cbir_RNA11348_R7	gene_5013
Lhum_RNA431_R0	gene_5014
Lhum_RNA6461_R0	gene_5015
Lhum_RNA6460_R0	gene_5016
Dqua_RNA1568_R2	gene_5017
Nvit_RNA24676_R9	gene_5018
Lhum_RNA6464_R0	gene_5019
Lhum_RNA6466_R0	gene_5020
Nvit_RNA16337_R1	gene_5021
Lhum_RNA6463_R0	gene_5022
Sinv_RNA20022_R0	gene_5023
Sinv_RNA10983_R4	gene_5023
Lhum_RNA6469_R0	gene_5024
Lhum_RNA6470_R0	gene_5025
Cbir_RNA10796_R2	gene_5026
Sinv_RNA13034_R6	gene_5027
Lhum_RNA6962_R5	gene_5028
Lhum_RNA6473_R0	gene_5029
Lhum_RNA6474_R0	gene_5030
Sinv_RNA10352_R0	gene_5031
Lhum_RNA8168_R4	gene_5032
Lhum_RNA8168_R1	gene_5033
Cbir_RNA14543_R0	gene_5034
Lhum_RNA6477_R0	gene_5034
Lhum_RNA6478_R0	gene_5034
Aech_RNA8418_R1	gene_5035
Lhum_RNA6479_R0	gene_5036
Cbir_RNA14074_R0	gene_5037
Lhum_RNA6482_R0	gene_5038
Cbir_RNA20251_R4	gene_5039
Lhum_RNA3688_R1	gene_5040
Lhum_RNA21579_R3	gene_5041
Sinv_RNA14760_R4	gene_5042
Lhum_RNA6483_R0	gene_5043
Sinv_RNA18318_R0	gene_5044
Sinv_RNA17360_R0	gene_5045
Lhum_RNA6485_R0	gene_5046
Cbir_RNA1430_R0	gene_5046
Nvit_RNA12604_R0	gene_5046
Lhum_RNA6484_R0	gene_5047
Lhum_RNA6486_R0	gene_5048
Lhum_RNA2182_R2	gene_5049
Cbir_RNA19691_R6	gene_5050
Sinv_RNA21188_R5	gene_5051
Cbir_RNA24281_R2	gene_5052
Lhum_RNA3688_R5	gene_5053
Cbir_RNA22252_R9	gene_5054
Lhum_RNA2_R6	gene_5055
Lhum_RNA6490_R0	gene_5056
Cbir_RNA11637_R7	gene_5057
Aech_RNA5199_R1	gene_5058
Sinv_RNA21137_R4	gene_5059
Sinv_RNA20026_R6	gene_5060
Lhum_RNA17001_R2	gene_5061
Sinv_RNA21941_R1	gene_5062
Sinv_RNA22045_R5	gene_5063
Lhum_RNA6491_R0	gene_5064
Lhum_RNA4916_R5	gene_5065
Mpha_RNA1583_R9	gene_5066
Lhum_RNA6492_R0	gene_5067
